Loi,vods
c:vabb:309039,0506 Political sciences
c:vabb:309044,060203 Literary studies
c:vabb:309052,0506 Political sciences
c:vabb:309061,0399 Other medical and health sciences
c:vabb:309061,0599 Other social sciences
c:vabb:309062,060302 Philosophy
c:vabb:309066,060302 Philosophy
c:vabb:309067,060302 Philosophy
c:vabb:309069,0502 Economics and business
c:vabb:309070,060302 Philosophy
c:vabb:309076,060202 Linguistics
c:vabb:309078,060203 Literary studies
c:vabb:309083,0505 Law and legal studies
c:vabb:309085,0506 Political sciences
c:vabb:309085,0504 Sociology and anthropology
c:vabb:309093,0505 Law and legal studies
c:vabb:309095,060202 Linguistics
c:vabb:309096,0505 Law and legal studies
c:vabb:309099,0504 Sociology and anthropology
c:vabb:309101,0506 Political sciences
c:vabb:309102,0502 Economics and business
c:vabb:309117,060104 History
c:vabb:309122,0508 	Media and communications
c:vabb:309132,0505 Law and legal studies
c:vabb:309135,0505 Law and legal studies
c:vabb:309152,0506 Political sciences
c:vabb:309155,0303 Health sciences
c:vabb:309157,0506 Political sciences
c:vabb:309157,0504 Sociology and anthropology
c:vabb:309163,060203 Literary studies
c:vabb:309166,0505 Law and legal studies
c:vabb:309167,060304 Theology and religious studies
c:vabb:309171,060202 Linguistics
c:vabb:309174,060104 History
c:vabb:309176,0505 Law and legal studies
c:vabb:309180,0502 Economics and business
c:vabb:309180,0101 Mathematical sciences
c:vabb:309183,0505 Law and legal studies
c:vabb:309184,0505 Law and legal studies
c:vabb:309186,0505 Law and legal studies
c:vabb:309190,060302 Philosophy
c:vabb:309191,060203 Literary studies
c:vabb:309195,0504 Sociology and anthropology
c:vabb:309197,060104 History
c:vabb:309205,0505 Law and legal studies
c:vabb:309207,0505 Law and legal studies
c:vabb:309224,0505 Law and legal studies
c:vabb:309258,0505 Law and legal studies
c:vabb:309259,0502 Economics and business
c:vabb:309270,0504 Sociology and anthropology
c:vabb:309284,060203 Literary studies
c:vabb:309286,060104 History
c:vabb:309288,0303 Health sciences
c:vabb:309290,0508 	Media and communications
c:vabb:309293,0507 Social and economic geography
c:vabb:309296,0507 Social and economic geography
c:vabb:309304,0503 Pedagogical and educational sciences
c:vabb:309305,0101 Mathematical sciences
c:vabb:309306,0502 Economics and business
c:vabb:309307,0505 Law and legal studies
c:vabb:309311,0505 Law and legal studies
c:vabb:309313,0505 Law and legal studies
c:vabb:309315,0504 Sociology and anthropology
c:vabb:309318,060202 Linguistics
c:vabb:309320,0502 Economics and business
c:vabb:309321,0201 Civil and building engineering
c:vabb:309322,0303 Health sciences
c:vabb:309323,0507 Social and economic geography
c:vabb:309324,0507 Social and economic geography
c:vabb:309335,060104 History
c:vabb:309337,060104 History
c:vabb:309338,060203 Literary studies
c:vabb:309341,0599 Other social sciences
c:vabb:309342,0599 Other social sciences
c:vabb:309343,0599 Other social sciences
c:vabb:309352,0504 Sociology and anthropology
c:vabb:309357,0505 Law and legal studies
c:vabb:309358,0505 Law and legal studies
c:vabb:309359,0505 Law and legal studies
c:vabb:309362,0505 Law and legal studies
c:vabb:309366,060202 Linguistics
c:vabb:309370,0502 Economics and business
c:vabb:309372,0502 Economics and business
c:vabb:309375,0502 Economics and business
c:vabb:309378,060202 Linguistics
c:vabb:309380,060304 Theology and religious studies
c:vabb:309386,0502 Economics and business
c:vabb:309387,0504 Sociology and anthropology
c:vabb:309388,0502 Economics and business
c:vabb:309389,0505 Law and legal studies
c:vabb:309397,0504 Sociology and anthropology
c:vabb:309398,0504 Sociology and anthropology
c:vabb:309403,0505 Law and legal studies
c:vabb:309406,0604 Arts
c:vabb:309409,0502 Economics and business
c:vabb:309410,0102 Information and computing sciences
c:vabb:309411,060202 Linguistics
c:vabb:309412,0508 	Media and communications
c:vabb:309413,0508 	Media and communications
c:vabb:309414,0508 	Media and communications
c:vabb:309418,0502 Economics and business
c:vabb:309422,0502 Economics and business
c:vabb:309423,0699 Other humanities and the arts
c:vabb:309426,0505 Law and legal studies
c:vabb:309447,060104 History
c:vabb:309460,0505 Law and legal studies
c:vabb:309463,060202 Linguistics
c:vabb:309475,0502 Economics and business
c:vabb:309477,0502 Economics and business
c:vabb:309479,0504 Sociology and anthropology
c:vabb:309482,0504 Sociology and anthropology
c:vabb:309484,060203 Literary studies
c:vabb:309496,0504 Sociology and anthropology
c:vabb:309499,0505 Law and legal studies
c:vabb:309553,0399 Other medical and health sciences
c:vabb:309580,0504 Sociology and anthropology
c:vabb:309588,060104 History
c:vabb:309602,0504 Sociology and anthropology
c:vabb:309608,0302 Clinical sciences
c:vabb:309611,0604 Arts
c:vabb:309611,0102 Information and computing sciences
c:vabb:309618,0504 Sociology and anthropology
c:vabb:309619,0504 Sociology and anthropology
c:vabb:309620,0504 Sociology and anthropology
c:vabb:309621,060304 Theology and religious studies
c:vabb:309623,0504 Sociology and anthropology
c:vabb:309628,0508 	Media and communications
c:vabb:309631,0507 Social and economic geography
c:vabb:309641,060304 Theology and religious studies
c:vabb:309646,0303 Health sciences
c:vabb:309646,0501 Psychology and cognitive sciences
c:vabb:309650,0302 Clinical sciences
c:vabb:309651,0303 Health sciences
c:vabb:309651,0501 Psychology and cognitive sciences
c:vabb:309653,0503 Pedagogical and educational sciences
c:vabb:309655,0303 Health sciences
c:vabb:309655,0501 Psychology and cognitive sciences
c:vabb:309656,0503 Pedagogical and educational sciences
c:vabb:309657,0501 Psychology and cognitive sciences
c:vabb:309659,0303 Health sciences
c:vabb:309659,0501 Psychology and cognitive sciences
c:vabb:309660,0501 Psychology and cognitive sciences
c:vabb:309663,0303 Health sciences
c:vabb:309664,0501 Psychology and cognitive sciences
c:vabb:309665,0501 Psychology and cognitive sciences
c:vabb:309667,0501 Psychology and cognitive sciences
c:vabb:309668,0501 Psychology and cognitive sciences
c:vabb:309669,0303 Health sciences
c:vabb:309669,0501 Psychology and cognitive sciences
c:vabb:309673,0501 Psychology and cognitive sciences
c:vabb:309674,0503 Pedagogical and educational sciences
c:vabb:309675,0302 Clinical sciences
c:vabb:309675,0303 Health sciences
c:vabb:309675,0501 Psychology and cognitive sciences
c:vabb:309676,0303 Health sciences
c:vabb:309676,0501 Psychology and cognitive sciences
c:vabb:309677,0501 Psychology and cognitive sciences
c:vabb:309678,0303 Health sciences
c:vabb:309679,0503 Pedagogical and educational sciences
c:vabb:309680,0501 Psychology and cognitive sciences
c:vabb:309681,0302 Clinical sciences
c:vabb:309681,0501 Psychology and cognitive sciences
c:vabb:309683,0501 Psychology and cognitive sciences
c:vabb:309685,0501 Psychology and cognitive sciences
c:vabb:309686,0303 Health sciences
c:vabb:309686,0501 Psychology and cognitive sciences
c:vabb:309687,0501 Psychology and cognitive sciences
c:vabb:309688,0501 Psychology and cognitive sciences
c:vabb:309689,0303 Health sciences
c:vabb:309689,0501 Psychology and cognitive sciences
c:vabb:309690,060202 Linguistics
c:vabb:309691,0501 Psychology and cognitive sciences
c:vabb:309693,0501 Psychology and cognitive sciences
c:vabb:309694,0306 Translational sciences
c:vabb:309696,0501 Psychology and cognitive sciences
c:vabb:309697,0501 Psychology and cognitive sciences
c:vabb:309698,0501 Psychology and cognitive sciences
c:vabb:309701,0302 Clinical sciences
c:vabb:309704,0399 Other medical and health sciences
c:vabb:309708,0303 Health sciences
c:vabb:309718,0303 Health sciences
c:vabb:309735,0302 Clinical sciences
c:vabb:309740,0306 Translational sciences
c:vabb:309740,0302 Clinical sciences
c:vabb:309743,0399 Other medical and health sciences
c:vabb:309757,0503 Pedagogical and educational sciences
c:vabb:309758,0501 Psychology and cognitive sciences
c:vabb:309759,0504 Sociology and anthropology
c:vabb:309760,0501 Psychology and cognitive sciences
c:vabb:309761,0501 Psychology and cognitive sciences
c:vabb:309762,0501 Psychology and cognitive sciences
c:vabb:309763,0104 Chemical sciences
c:vabb:309764,0303 Health sciences
c:vabb:309765,0503 Pedagogical and educational sciences
c:vabb:309768,0503 Pedagogical and educational sciences
c:vabb:309769,0303 Health sciences
c:vabb:309770,0503 Pedagogical and educational sciences
c:vabb:309773,0501 Psychology and cognitive sciences
c:vabb:309774,0102 Information and computing sciences
c:vabb:309775,0503 Pedagogical and educational sciences
c:vabb:309776,0503 Pedagogical and educational sciences
c:vabb:309777,0106 Biological sciences
c:vabb:309778,0302 Clinical sciences
c:vabb:309780,0503 Pedagogical and educational sciences
c:vabb:309781,0399 Other medical and health sciences
c:vabb:309782,0106 Biological sciences
c:vabb:309783,0306 Translational sciences
c:vabb:309784,0106 Biological sciences
c:vabb:309785,0106 Biological sciences
c:vabb:309785,0302 Clinical sciences
c:vabb:309786,0302 Clinical sciences
c:vabb:309788,0302 Clinical sciences
c:vabb:309789,060101 Archaeology
c:vabb:309793,060304 Theology and religious studies
c:vabb:309798,0604 Arts
c:vabb:309807,0604 Arts
c:vabb:309808,0604 Arts
c:vabb:309811,0604 Arts
c:vabb:309816,0699 Other humanities and the arts
c:vabb:309821,0604 Arts
c:vabb:309822,0604 Arts
c:vabb:309825,0699 Other humanities and the arts
c:vabb:309826,0604 Arts
c:vabb:309827,0604 Arts
c:vabb:309828,0604 Arts
c:vabb:309829,060203 Literary studies
c:vabb:309831,0604 Arts
c:vabb:309836,0604 Arts
c:vabb:309839,0604 Arts
c:vabb:309840,0604 Arts
c:vabb:309841,0604 Arts
c:vabb:309842,0604 Arts
c:vabb:309845,060302 Philosophy
c:vabb:309848,0604 Arts
c:vabb:309852,060304 Theology and religious studies
c:vabb:309874,0107 Environmental sciences
c:vabb:309884,0106 Biological sciences
c:vabb:309887,"0401 Agriculture, forestry, fisheries and allied sciences"
c:vabb:309892,0504 Sociology and anthropology
c:vabb:309916,0107 Environmental sciences
c:vabb:309921,0107 Environmental sciences
c:vabb:309932,0507 Social and economic geography
c:vabb:309939,0107 Environmental sciences
c:vabb:309955,0107 Environmental sciences
c:vabb:309966,0107 Environmental sciences
c:vabb:310003,060101 Archaeology
c:vabb:310015,0506 Political sciences
c:vabb:310016,0502 Economics and business
c:vabb:310018,0502 Economics and business
c:vabb:310019,0502 Economics and business
c:vabb:310021,0502 Economics and business
c:vabb:310036,0107 Environmental sciences
c:vabb:310039,0107 Environmental sciences
c:vabb:310063,060101 Archaeology
c:vabb:310081,0107 Environmental sciences
c:vabb:310084,0107 Environmental sciences
c:vabb:310085,0507 Social and economic geography
c:vabb:310089,0107 Environmental sciences
c:vabb:310098,0507 Social and economic geography
c:vabb:310104,0507 Social and economic geography
c:vabb:310110,0107 Environmental sciences
c:vabb:310113,0201 Civil and building engineering
c:vabb:310117,0104 Chemical sciences
c:vabb:310119,0507 Social and economic geography
c:vabb:310123,0507 Social and economic geography
c:vabb:310124,0107 Environmental sciences
c:vabb:310127,0107 Environmental sciences
c:vabb:310130,"0401 Agriculture, forestry, fisheries and allied sciences"
c:vabb:310131,0107 Environmental sciences
c:vabb:310133,0107 Environmental sciences
c:vabb:310134,0107 Environmental sciences
c:vabb:310135,0107 Environmental sciences
c:vabb:310142,0507 Social and economic geography
c:vabb:310143,060101 Archaeology
c:vabb:310151,0107 Environmental sciences
c:vabb:310152,0107 Environmental sciences
c:vabb:310159,0107 Environmental sciences
c:vabb:310162,0106 Biological sciences
c:vabb:310163,0507 Social and economic geography
c:vabb:310165,0107 Environmental sciences
c:vabb:310166,0106 Biological sciences
c:vabb:310168,0599 Other social sciences
c:vabb:310169,0599 Other social sciences
c:vabb:310170,0599 Other social sciences
c:vabb:310181,0107 Environmental sciences
c:vabb:310182,0107 Environmental sciences
c:vabb:310189,0106 Biological sciences
c:vabb:310191,0107 Environmental sciences
c:vabb:310197,0107 Environmental sciences
c:vabb:310198,0107 Environmental sciences
c:vabb:310199,0106 Biological sciences
c:vabb:310199,0104 Chemical sciences
c:vabb:310199,0103 Physical sciences
c:vabb:310207,0107 Environmental sciences
c:vabb:310215,0106 Biological sciences
c:vabb:310223,0107 Environmental sciences
c:vabb:310224,0107 Environmental sciences
c:vabb:310229,0107 Environmental sciences
c:vabb:310234,0107 Environmental sciences
c:vabb:310243,"0401 Agriculture, forestry, fisheries and allied sciences"
c:vabb:310243,0106 Biological sciences
c:vabb:310243,"0207 Biotechnology, bio-engineering and biosystems engineering"
c:vabb:310260,0107 Environmental sciences
c:vabb:310267,"0401 Agriculture, forestry, fisheries and allied sciences"
c:vabb:310267,0106 Biological sciences
c:vabb:310269,0106 Biological sciences
c:vabb:310270,0107 Environmental sciences
c:vabb:310293,0107 Environmental sciences
c:vabb:310297,0107 Environmental sciences
c:vabb:310299,0107 Environmental sciences
c:vabb:310303,0507 Social and economic geography
c:vabb:310308,0107 Environmental sciences
c:vabb:310311,0107 Environmental sciences
c:vabb:310312,0107 Environmental sciences
c:vabb:310319,0107 Environmental sciences
c:vabb:310324,0107 Environmental sciences
c:vabb:310326,060304 Theology and religious studies
c:vabb:310334,0107 Environmental sciences
c:vabb:310357,0107 Environmental sciences
c:vabb:310377,0107 Environmental sciences
c:vabb:310378,"0401 Agriculture, forestry, fisheries and allied sciences"
c:vabb:310378,0106 Biological sciences
c:vabb:310379,0107 Environmental sciences
c:vabb:310381,0507 Social and economic geography
c:vabb:310383,0107 Environmental sciences
c:vabb:310392,"0401 Agriculture, forestry, fisheries and allied sciences"
c:vabb:310440,0107 Environmental sciences
c:vabb:310441,0107 Environmental sciences
c:vabb:310447,0107 Environmental sciences
c:vabb:310448,0107 Environmental sciences
c:vabb:310457,0502 Economics and business
c:vabb:310459,0503 Pedagogical and educational sciences
c:vabb:310462,060202 Linguistics
c:vabb:310463,0699 Other humanities and the arts
c:vabb:310475,060101 Archaeology
c:vabb:310477,0106 Biological sciences
c:vabb:310486,060101 Archaeology
c:vabb:310487,060101 Archaeology
c:vabb:310488,060101 Archaeology
c:vabb:310489,060101 Archaeology
c:vabb:310490,060101 Archaeology
c:vabb:310491,060101 Archaeology
c:vabb:310492,060101 Archaeology
c:vabb:310493,060101 Archaeology
c:vabb:310495,060101 Archaeology
c:vabb:310496,060101 Archaeology
c:vabb:310497,060101 Archaeology
c:vabb:310498,060101 Archaeology
c:vabb:310499,060101 Archaeology
c:vabb:310500,060101 Archaeology
c:vabb:310523,0104 Chemical sciences
c:vabb:310525,060104 History
c:vabb:310530,060104 History
c:vabb:310531,060104 History
c:vabb:310533,060101 Archaeology
c:vabb:310534,060101 Archaeology
c:vabb:310546,060104 History
c:vabb:310550,060101 Archaeology
c:vabb:310551,060101 Archaeology
c:vabb:310552,060101 Archaeology
c:vabb:310553,060101 Archaeology
c:vabb:310555,060101 Archaeology
